"companyid","yearmonth1","sentences","countvar1"
18511,"2013m5","The opening NAV has been reduced by dividends we paid during the year and by the cost of implementing our new strategy.",1364
18511,"2013m5","But strong realizations, good earnings growth and net fee income have been a big contributor at 41p, and 20p of that performance relates to cash realized profits.",1364
18511,"2013m5","And now that we report our NAV quarterly, here is the same reconciliation for the fourth quarter.",1364
18511,"2013m5","Here, you can see how the momentum has built in the year with an 8.",1364
18511,"2013m5","7% increase in NAV in the fourth quarter compared to 2.",1364
18511,"2013m5","5% in the preceding 3.",1364
18511,"2013m5","Before I get on to business performance, I'd just like to spend some time taking you through the changes in our cost base that Simon talked about.",1364
18511,"2013m5","Then we'll look at the balance sheet structure, which has also been an important change this year.",1364
18511,"2013m5","Just to recap on the key metrics that Simon talked about earlier.",1364
18511,"2013m5","We said we'd reduce our run rate cost base by GBP 40 million by March 31, 2013.",1364
18511,"2013m5","We've beaten that target by 28%, and we've reduced the cost base by GBP 51 million.",1364
18511,"2013m5","We said we'd reduce headcount by 160 by the 31st of March 2013.",1364
18511,"2013m5","In fact, we reduced headcount by 168.",1364
18511,"2013m5","We said the actual cost for the year would be about the same level as the year before.",1364
18511,"2013m5","Actual cost is 6% lower.",1364
18511,"2013m5","That includes acquisitions, as well as an GBP 8 million accounting benefit that we get from the bonus shares awarded as part of the compensation review, and that benefit will unwind over the next 3 to 4 years.",1364
18511,"2013m5","That's very good progress, but it's a bit complicated by whether we're talking about including or excluding acquisitions or talking about run rate to actual costs.",1364
18511,"2013m5","At the highest level, we started the year with a run rate cost base of GBP 185 million or 1.",1364
18511,"2013m5","8% of our assets under management.",1364
18511,"2013m5","We've reduced the cost base by delivering annual savings of GBP 51 million.",1364
18511,"2013m5","During the year, we added GBP 7 million to that cost base when the Debt Management business grew by acquiring Invesco contracts and the Fraser Sullivan platform.",1364
18511,"2013m5","These additional costs I'm talking about are covered by fees.",1364
18511,"2013m5","But here, we're looking at gross costs.",1364
18511,"2013m5","And that means we finished the year, at March 31, 2013, with a cost run rate of GBP 140 million or 1.",1364
18511,"2013m5","And how do we reconcile actual and run rate? So here's the detailed reconciliation of the components, the adjustments for acquisitions and the full year effect of changes and savings.",1364
18511,"2013m5","One of the changes that we've talked about is the compensation review, and you can see here the change in the makeup of fixed and variable compensation this year compared to last.",1364
18511,"2013m5","Better performance has generated higher variable pay as the general bonus pool which reduced by 50% last year.",1364
18511,"2013m5","And there has been a step change in the amount of share awards to better align people with shareholders, the GBP 8 million cost of which will be accounted for over the next 3 to 4 years.",1364
18511,"2013m5","And so to summarize the new targets.",1364
18511,"2013m5","We said that costs would reduce by GBP 45 million by the end of financial year 2014.",1364
18511,"2013m5","We're now resetting that goal to achieve total run rate savings of GBP 60 million.",1364
18511,"2013m5","We said the implementation costs would be GBP 30 million to achieve run rate savings of GBP 45 million.",1364
18511,"2013m5","And that we'd spend GBP 30 million -- we've spent GBP 30 million to achieve savings of GBP 51 million.",1364
18511,"2013m5","We'll now spend another GBP 7 million to deliver the total of GBP 60 million savings that we've targeted.",1364
18511,"2013m5","Turning then to the balance sheet.",1364
18511,"2013m5","As Simon has already set out, we said that we would reduce gross debt to GBP 1 billion by June 2013.",1364
18511,"2013m5","Actual gross debt at the 31st of March was GBP 1.",1364
18511,"2013m5","Since then, we've repaid GBP 164 million of drawings under one of our committed facilities.",1364
18511,"2013m5","So at the end of April, gross debt is GBP 917 million, and that's substantially below the target and we're ahead in timing as well.",1364
18511,"2013m5","Our net interest payable is GBP 91 million, that's flat compared to last year.",1364
